qnum,topic,prompt,choices,answer_index,hint,explanation,difficulty_label,difficulty_level
191,노인 건강·낙상·탈수,뼈 건강에 도움 되는 습관,"[""체중부하 운동+균형 잡힌 식사"", ""운동 금지"", ""짠 음식 늘리기"", ""집안은 어두울수록 눈부심이 줄어 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,걷기·계단·근력운동이 도움이 됩니다.,보통,2
192,노인 건강·낙상·탈수,영아 안전한 수면 자세(일반 권고),"[""엎드려 재우기"", ""등으로 눕혀 재우기, 단단한 매트리스"", ""이불·인형 많이"", ""취침 직전 밝은 화면을 보면 쉽게 잠든다""]",2,취침 1시간 전 스크린 타임을 줄이면 수면 질이 좋아집니다.,호흡 확보·질식 예방에 유리합니다.,보통,2
193,노인 건강·낙상·탈수,가정 내 세제·약품 보관,"[""싱크대 아래 개방"", ""잠금·원래 용기·라벨 유지"", ""빈 음료병에 옮겨 담기"", ""겉면만 익히거나 따뜻하면 대체로 안전하다""]",2,"‘2시간 규칙’과 4℃ 이하 냉장, 교차오염 방지의 기본을 생각해 보세요.",오인 섭취를 막습니다.,보통,2
194,노인 건강·낙상·탈수,청소년·청년의 스마트폰 사용,"[""무제한 사용 권장"", ""사용 시간·방식을 스스로 점검"", ""밤새 사용"", ""집안은 어두울수록 눈부심이 줄어 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,수면·기분을 위해 균형이 필요합니다.,보통,2
195,노인 건강·낙상·탈수,노인의 탈수 신호,"[""갈증만 본다"", ""소변량 감소·입 마름·어지럼 등"", ""손톱 색만 본다"", ""집안은 어두울수록 눈부심이 줄어 안전하다""]",2,노인은 갈증 인지가 떨어질 수 있어 소변량·입 마름 같은 객관적 신호를 보세요.,갈증이 둔해질 수 있어 관찰이 필요합니다.,어려움,3
196,노인 건강·낙상·탈수,유방 변화에 대한 올바른 태도,"[""시간이 해결"", ""지속되는 덩어리·분비·피부변화는 평가 필요"", ""자가치료"", ""집안은 어두울수록 눈부심이 줄어 안전하다""]",2,지속되는 덩어리/분비/피부변화는 검사가 필요합니다.,지속·새로운 변화는 전문 평가가 안전합니다.,어려움,3
197,식품 안전·보관,양치 시간으로 권장되는 것은?,"[""30초"", ""약 2분"", ""5분 이상만"", ""겉면만 익히거나 따뜻하면 대체로 안전하다""]",2,근거 중심의 안전한 표준 원칙을 떠올려 보세요(민간요법·억지 조작 지양).,충분한 시간으로 치면·잇몸 경계를 골고루 닦습니다.,어려움,3
198,식품 안전·보관,칫솔 교체 주기,"[""1년"", ""약 3개월 또는 솔 퍼짐·질병 후"", ""평생"", ""겉면만 익히거나 따뜻하면 대체로 안전하다""]",2,솔이 퍼지거나 질병 후엔 교체—대략 3개월 주기를 떠올리세요.,솔이 퍼지면 세정력 감소·오염 우려가 있습니다.,어려움,3
199,손 위생·소독제,모니터 거리·자세,"[""화면에 얼굴을 붙인다"", ""팔 길이 거리·시선 약간 아래"", ""누워서 본다"", ""소독을 위해 소주를 물에 희석해 부으면 안전하다""]",2,"화면은 팔 길이, 시선은 약간 아래—목·눈 부담을 줄이는 자세입니다.",거리를 확보하면 눈·목 부담이 줄어듭니다.,어려움,3
200,손 위생·소독제,자외선 차단 습관,"[""소량만 바르고 끝"", ""노출 부위에 충분히 바르고 땀나면 덧바름"", ""겨울엔 불필요"", ""소독을 위해 소주를 물에 희석해 부으면 안전하다""]",2,"충분량을 노출 15~30분 전에 바르고, 땀·물 후 재도포를 떠올리세요.",충분량·재도포로 효과를 유지합니다.,어려움,3
201,감기·호흡기 오해,감기와 독감의 차이점으로 옳은 것은?,"[""둘 다 같은 바이러스가 원인이다"",""독감은 갑작스러운 고열과 심한 근육통이 특징이다"",""감기가 독감보다 더 위험하다"",""독감은 항생제로 치료한다""]",1,감기는 서서히 독감은 갑자기 시작되는 특징을 생각해보세요.,독감은 인플루엔자 바이러스로 인해 갑작스러운 고열과 전신 증상이 나타납니다.,쉬움,1
202,감기·호흡기 오해,기침할 때 올바른 에티켓은?,"[""손바닥으로 입을 가린다"",""팔꿈치 안쪽으로 입을 가린다"",""고개를 돌려 기침한다"",""마스크를 벗고 기침한다""]",1,손으로 가리면 손에 바이러스가 묻어 전파될 수 있습니다.,팔꿈치 안쪽으로 가리면 손을 통한 전파를 막을 수 있습니다.,쉬움,1
203,감기·호흡기 오해,감기에 걸렸을 때 가장 중요한 것은?,"[""항생제 복용"",""충분한 휴식과 수분 섭취"",""격렬한 운동으로 땀 빼기"",""사우나에서 땀 빼기""]",1,바이러스 감염은 면역력으로 이겨내야 합니다.,충분한 휴식과 수분 섭취로 면역력을 유지하는 것이 중요합니다.,쉬움,1
204,감기·호흡기 오해,목이 아플 때 도움이 되는 것은?,"[""차가운 음료만 마신다"",""따뜻한 물이나 꿀물을 마신다"",""목을 세게 문지른다"",""큰 소리로 말해서 풀어준다""]",1,따뜻한 음료는 목의 점막을 보호하고 통증을 완화합니다.,따뜻한 물이나 꿀물은 목 점막을 촛촉하게 유지하고 통증을 줄여줍니다.,쉬움,1
205,감기·호흡기 오해,코막힘을 완화하는 방법으로 적절한 것은?,"[""코를 세게 풀어 한 번에 뺀다"",""따뜻한 수증기를 쐰다"",""코를 손가락으로 막고 숨을 참는다"",""찬 공기를 마신다""]",1,수증기는 코 점막의 부기를 줄이고 분비물 배출을 돕습니다.,따뜻한 수증기는 코 점막을 촉촉하게 하고 코막힘을 완화합니다.,쉬움,1
206,감기·호흡기 오해,감기 예방에 효과적인 방법은?,"[""마늘을 목에 걸고 다닌다"",""손을 자주 씻는다"",""찬물 샤워를 매일 한다"",""술을 마셔 소독한다""]",1,손씻기는 감염병 예방의 가장 기본적인 방법입니다.,바이러스는 주로 손을 통해 전파되므로 손씻기가 중요합니다.,쉬움,1
207,감기·호흡기 오해,재채기를 참으면 어떻게 될 수 있나요?,"[""아무 문제 없다"",""귀나 혈관에 손상을 줄 수 있다"",""면역력이 높아진다"",""감기가 빨리 낫는다""]",1,재채기의 압력은 매우 높아서 억지로 참으면 위험합니다.,재채기를 참으면 압력이 귀나 혈관으로 가해져 손상을 줄 수 있습니다.,보통,2
208,감기·호흡기 오해,환절기에 감기 예방을 위해 좋은 습관은?,"[""창문을 꼭 닫아둔다"",""실내 환기를 자주 한다"",""에어컨을 최대로 튼다"",""사람 많은 곳에 자주 간다""]",1,환기는 실내 바이러스 농도를 낮추는 데 효과적입니다.,정기적인 환기로 실내 공기를 깨끗하게 유지하세요.,쉬움,1
209,감기·호흡기 오해,감기약을 먹으면 감기가 빨리 낫는다?,"[""그렇다"",""증상 완화일 뿐 치료 기간은 비슷하다"",""오히려 더 오래 간다"",""항생제와 함께 먹어야 효과가 있다""]",1,감기약은 증상 완화제이지 원인 치료제가 아닙니다.,감기약은 불편한 증상을 줄여주지만 바이러스 자체를 없애지는 않습니다.,보통,2
210,감기·호흡기 오해,콧물 색깔이 노랗거나 초록색이면 항생제가 필요하다?,"[""반드시 필요하다"",""색깔만으로 판단할 수 없다"",""투명할 때만 필요하다"",""색깔이 진할수록 심각하다""]",1,콧물 색깔은 염증 반응의 결과이지 세균 감염의 확실한 증거가 아닙니다.,노란색 콧물은 백혈구와 분비물이 섞인 것으로 바이러스 감염에서도 나타납니다.,보통,2
211,감기·호흡기 오해,기침이 2주 이상 지속되면?,"[""자연히 낫기를 기다린다"",""병원 진료를 받아본다"",""더 센 기침약을 먹는다"",""운동을 더 열심히 한다""]",1,오래 지속되는 기침은 다른 질환의 신호일 수 있습니다.,2주 이상 기침이 지속되면 천식이나 다른 호흡기 질환일 수 있으니 진료를 받으세요.,보통,2
212,감기·호흡기 오해,감기에 걸렸을 때 운동을 해도 될까?,"[""격렬한 운동으로 땀을 빼야 한다"",""목 아래 증상이 있으면 쉬는 것이 좋다"",""운동을 하면 더 빨리 낫는다"",""감기와 운동은 관계없다""]",1,열이 나거나 기침이 심하면 운동이 오히려 해로울 수 있습니다.,목 아래 증상(기침 가래 열)이 있으면 충분히 쉬는 것이 회복에 도움됩니다.,보통,2
213,감기·호흡기 오해,감기와 알레르기 비염을 구분하는 방법은?,"[""구분이 불가능하다"",""알레르기는 열이 없고 눈 가려움이 동반된다"",""감기는 재채기를 하지 않는다"",""알레르기는 콧물이 노랗다""]",1,알레르기 비염은 발열 없이 맑은 콧물과 눈 가려움이 특징입니다.,알레르기 비염은 열 없이 맑은 콧물 재채기 눈 가려움이 나타납니다.,보통,2
214,감기·호흡기 오해,가습기 사용 시 주의할 점은?,"[""물을 며칠 동안 갈지 않아도 된다"",""정기적으로 청소하고 물을 교체한다"",""가습기 살균제를 넣으면 더 좋다"",""습도가 높을수록 좋다""]",1,더러운 가습기는 세균과 곰팡이를 퍼뜨릴 수 있습니다.,가습기는 매일 물을 갈고 정기적으로 청소해야 안전합니다.,보통,2
215,감기·호흡기 오해,인후통에 소금물 가글이 도움이 될까?,"[""전혀 효과 없다"",""일시적으로 통증 완화에 도움될 수 있다"",""소금물을 마셔야 효과가 있다"",""소금이 많을수록 좋다""]",1,소금물은 삼투압 작용으로 부기를 줄이는 데 도움됩니다.,적절한 농도의 소금물 가글은 인후통 완화에 도움될 수 있습니다.,보통,2
216,감기·호흡기 오해,독감 예방접종은 언제 맞는 것이 좋을까?,"[""독감에 걸린 후"",""유행 시기 전인 가을에 맞는다"",""여름에 맞아야 효과가 있다"",""한 번 맞으면 평생 효과가 있다""]",1,독감 백신은 접종 후 항체 형성에 2주 정도 걸립니다.,독감 유행 전인 10-11월에 접종하는 것이 좋습니다.,쉬움,1
217,감기·호흡기 오해,마스크 착용의 올바른 방법은?,"[""코만 가려도 된다"",""코와 입을 모두 가리고 틈이 없어야 한다"",""마스크 겉면을 자주 만져도 된다"",""한 번 쓴 마스크를 세탁해서 재사용한다""]",1,마스크는 코와 입을 완전히 덮어야 효과가 있습니다.,코와 입을 빈틈없이 가리고 마스크 표면은 만지지 마세요.,쉬움,1
218,감기·호흡기 오해,천식 환자가 감기에 걸리면?,"[""일반인과 같이 관리하면 된다"",""증상이 악화될 수 있어 주의가 필요하다"",""천식약을 중단해야 한다"",""운동을 더 열심히 해야 한다""]",1,감기는 천식 증상을 악화시킬 수 있습니다.,천식 환자는 감기 시 증상이 악화될 수 있으니 주치의와 상담하세요.,어려움,3
219,감기·호흡기 오해,항생제 복용 중 증상이 좋아지면?,"[""바로 중단해도 된다"",""처방된 기간까지 복용을 완료한다"",""용량을 반으로 줄인다"",""다른 사람에게 나눠줘도 된다""]",1,항생제를 중간에 끊으면 내성균이 생길 수 있습니다.,처방된 기간 동안 복용을 완료해야 내성균 발생을 막을 수 있습니다.,어려움,3
220,감기·호흡기 오해,폐렴과 감기의 차이점은?,"[""증상이 완전히 같다"",""폐렴은 고열과 호흡곤란이 더 심하다"",""폐렴은 바이러스로만 생긴다"",""감기가 폐렴보다 더 위험하다""]",1,폐렴은 폐에 염증이 생긴 것으로 더 심각한 증상이 나타납니다.,폐렴은 고열 기침 호흡곤란 등이 심하게 나타나며 치료가 필요합니다.,어려움,3
221,감기·호흡기 오해,만성 기관지염의 주요 원인은?,"[""감기를 자주 앓아서"",""장기간 흡연이 주요 원인이다"",""운동을 많이 해서"",""물을 적게 마셔서""]",1,흡연은 기관지에 만성적인 염증을 일으킵니다.,장기간 흡연은 만성 기관지염의 가장 큰 원인입니다.,어려움,3
222,감기·호흡기 오해,기침을 오래 하면 갈비뼈가 부러질 수 있다?,"[""절대 불가능하다"",""심한 기침이 지속되면 가능하다"",""젊은 사람에게만 생긴다"",""기침과 뼈는 관계없다""]",1,심한 기침은 갈비뼈에 반복적인 압력을 가합니다.,특히 골다공증이 있거나 고령인 경우 심한 기침으로 갈비뼈 골절이 생길 수 있습니다.,어려움,3
223,감기·호흡기 오해,독감에 걸렸을 때 아스피린 복용은?,"[""해열에 효과적이다"",""어린이와 청소년은 라이 증후군 위험이 있다"",""독감에 가장 좋은 약이다"",""용량을 늘려 먹으면 더 좋다""]",1,어린이에게 아스피린은 라이 증후군이라는 위험한 합병증을 일으킬 수 있습니다.,어린이와 청소년의 독감에는 아스피린 대신 다른 해열제를 사용하세요.,어려움,3
224,감기·호흡기 오해,비강 스프레이 사용 시 주의점은?,"[""오래 사용할수록 좋다"",""장기 사용 시 오히려 코막힘이 악화될 수 있다"",""하루에 10번 이상 사용해야 효과가 있다"",""콧속 깊이 뿌릴수록 좋다""]",1,비충혈제거제는 3일 이상 사용하면 약물성 비염이 생길 수 있습니다.,비강 스프레이는 단기간만 사용하고 장기 사용을 피하세요.,어려움,3
225,감기·호흡기 오해,면역력을 높이는 가장 좋은 방법은?,"[""건강보조식품을 많이 먹는다"",""규칙적인 생활과 균형 잡힌 식사"",""항상 집에만 있는다"",""약을 미리 먹어둔다""]",1,면역력은 기본적인 생활 습관으로 유지됩니다.,충분한 수면 균형 잡힌 식사 적절한 운동이 면역력 유지의 기본입니다.,쉬움,1
226,감기·호흡기 오해,실내 적정 습도는?,"[""10-20%"",""40-60%"",""80-90%"",""습도는 중요하지 않다""]",1,너무 건조하면 호흡기 점막이 마르고 너무 습하면 곰팡이가 생깁니다.,40-60%의 습도가 호흡기 건강에 적절합니다.,쉬움,1
227,감기·호흡기 오해,감기에 좋다고 알려진 음식 중 실제 효과가 있는 것은?,"[""콜라"",""따뜻한 닭고기 수프"",""아이스크림"",""매운 라면""]",1,따뜻한 수프는 수분과 영양 공급에 도움이 됩니다.,따뜻한 닭고기 수프는 수분 보충과 코막힘 완화에 도움될 수 있습니다.,쉬움,1
